,route-number,description,url
323,H21 - City to Paradise Interchange,"via Reserve Rd, Glynburn Rd & The Parade. Service operates Monday-Friday.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh21&auth=s2RdLgAxzkKjU7JdLm1A1Q&profile=_default&rank=324&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
324,H22 - Henley Beach South to Wattle Park,"via Pierson St, Henley Beach Rd, city, The Parade and Penfold Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh22&auth=HUlpYdUiruoukE0nijRceA&profile=_default&rank=325&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
325,H22C - Wattle Park to City,via Penfold Rd and The Parade (terminates in the city),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh22c&auth=k9OQS1qW64iDxZbZ3vQK7g&profile=_default&rank=326&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
326,H22L - Wattle Park to Lockleys,"Terminates at stop 12 Pierson Street, Lockleys.",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh22l&auth=fbNgs817N44yVxaV0Wd%2B1g&profile=_default&rank=327&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
327,H23 - City to Auldana,via The Parade & Kensington Rd. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh23&auth=13S790RPbVqvSYJvR5i8vg&profile=_default&rank=328&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
328,H24 - City to Auldana,via The Parade. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh24&auth=cXfDbNveFUCIvDp85bEIoQ&profile=_default&rank=329&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
329,H30 - West Lakes Centre Interchange to Paradise Interchange,"via Grange Railway Station, Henley Square, Henley Beach Rd, City, Coorara Ave and Stradbroke Rd",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh30&auth=XiR9Q829PuTsbZqIpaf17Q&profile=_default&rank=330&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
330,H30C - West Lakes Centre Interchange/Paradise Interchange to City,"via Grange Railway Station, Henley Square and Henley Beach Rd (terminates in the city)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh30c&auth=JUGCFZ0Xl%2BYAk9dgQL6VPA&profile=_default&rank=331&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
331,H30S - West Lakes Centre Interchange to Newton,"via Grange Railway Station, Henley Square, Henley Beach Rd, City, Coorara Ave and Stradbroke Rd (terminates at Stop 30 Stradbroke Rd, Newton)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh30s&auth=cT2mlfc4q2bONb4u5%2FHkdg&profile=_default&rank=332&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
332,H32 - Henley Beach South to City,via Henley Beach Rd (operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh32&auth=BnedFphSv4li6rFUVArKcQ&profile=_default&rank=333&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
333,H33 - Henley Beach to Rostrevor,"via Marlborough St, Henley Beach Rd, city, Magill Rd, Coorara Ave and Reid Ave",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh33&auth=QZNby%2BhpY4gybPl8FC4d0g&profile=_default&rank=334&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
334,H33C - Henley Beach / Rostrevor to City,Terminates in the city,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fh33c&auth=Tj1MmU1MN6hbzo%2FPNocSLQ&profile=_default&rank=335&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
335,HL1 - Mt Barker to Hahndorf,via Mt Barker Rd (operates Fridays only excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fhl1&auth=Iv4LxnLGYYn9M4XyJS%2Fz1A&profile=_default&rank=336&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
336,HL2 - Hahndorf to Mt Barker,via Mt Barker Rd (operates Fridays only excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fhl2&auth=SRLkezXLwfTHTsn%2FChTn3Q&profile=_default&rank=337&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
337,INDA - Bedford Group to City,Industrial Service for Bedford Group personnel only,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Finda&auth=zFVxLSVzp61%2Bz4U7hey8qQ&profile=_default&rank=338&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
338,INDB - Bedford Group to City,Industrial Service for Bedford Group personnel only,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Findb&auth=ejLF%2B0cVjNy5Kwp%2FE0P9ag&profile=_default&rank=339&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
339,INDSTA - Marion Centre Interchange to Bedford Industries,Industrial Service for Bedford Group personnel only,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Findsta&auth=jbpaz3mMpqPE7tQS6wvNXA&profile=_default&rank=340&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
340,INDSTB - Royal Society For The Blind to City,Industrial Service for Royal Society for the Blind personnel and school students only,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Findstb&auth=1S9%2FuYF%2BRGgpX4qtfHv4Rw&profile=_default&rank=341&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
341,J1 - Elizabeth Interchange to Adelaide Airport & Glenelg,"via Lyell McEwin Hospital, Golden Grove, Tea Tree Plaza, Paradise, Klemzig, city, Sir Donald Bradman Dr, Adelaide Airport and Harbour Town (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj1&auth=B7CPO5I5OzOWUiQEgaloEw&profile=_default&rank=342&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
342,J1A - Elizabeth Interchange to Adelaide Airport,"via Lyell McEwin Hospital, Golden Grove, Tea Tree Plaza, Paradise, Klemzig, city, Sir Donald Bradman Dr and Adelaide Airport (O-Bahn service, terminates at Adelaide Airport)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj1a&auth=iUhBKZVVrUipMKVa7pV2ZA&profile=_default&rank=343&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
343,J1G - Glenelg to Golden Grove Interchange,"via Harbour Town , Adelaide Airport, Sir Donald Bradman Dr, city, Klemzig, Paradise, Tea Tree Plaza and Golden Grove (O-Bahn service, terminates at Golden Grove Interchange)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj1g&auth=EMH%2BohDprVHypz3rhKGVyg&profile=_default&rank=344&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
344,J1T - Harbour Town to Tea Tree Plaza Interchange,"via Adelaide Airport, Sir Donald Bradman Dr, Klemzig, Paradise and Tea Tree Plaza (O-Bahn service, terminates at Tea Tree Plaza)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj1t&auth=RPTfBLM6gvDg1qcb5Pbqbw&profile=_default&rank=345&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
345,J2 - Greenwith to Adelaide Airport & Harbour Town,"via Golden Grove, Tea Tree Plaza, Paradise, Klemzig, city, Sir Donald Bradman Dr and Adelaide Airport (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj2&auth=%2BQ1jg2pV5Qqt0KJXuCSLKA&profile=_default&rank=346&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
346,J2G - Greenwith to Glenelg,"via Golden Grove, Tea Tree Plaza, O-Bahn, Paradise, Klemzig, city, Sir Donald Bradman Dr, Adelaide Airport and Harbour Town (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj2g&auth=11TqAyOO%2Fpxjku7txmIk2w&profile=_default&rank=347&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
347,J7 - West Lakes Centre Interchange to Marion Centre Interchange,"via Queen Elizabeth Hospital, Findon Rd, Adelaide Airport, Marion Rd and Morphett Rd (operates Monday - Friday excluding public holidays, this service only connects the western suburbs it does not travel into the city)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj7&auth=KdEJi3F6dL0IvemAHbuK3Q&profile=_default&rank=348&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
348,J7M - West Lakes Centre Interchange / Marion Centre Interchange to Camden Park,"Terminates at stop 15 Mooringe Ave, Camden Park (operates Monday - Friday excluding public holidays, this service only connects the western suburbs it does not travel into the city)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj7m&auth=y%2BUjTK1DXdcVGgRCK5WsZQ&profile=_default&rank=349&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
349,J8 - West Lakes Centre Interchange to Marion Centre Interchange,"via Torrens Rd, Arndale, Queen Elizabeth Hospital, Findon Rd, Adelaide Airport, Marion Rd and Morphett Rd (operates Monday - Friday excluding public holidays, this service only connects the western suburbs it does not travel into the city)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fj8&auth=OHUxCfoEwAIiQ%2FV0xc7ANQ&profile=_default&rank=350&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
350,M44 - Marion Centre Interchange to Golden Grove Interchange,"via Ladywood Rd, Tea Tree Plaza, Paradise, Klemzig, Grenfell St, Currie St and Marion Rd (O-Bahn service)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fm44&auth=1jlK94tF68X5c%2BMKR%2FuvEA&profile=_default&rank=351&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
351,M44C - Marion Centre Interchange to City,"via Marion Rd (terminates in city, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fm44c&auth=qYdCIjavdIaMIEsKCiDhAg&profile=_default&rank=352&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
352,M44T - Marion Centre Interchange to Tea Tree Plaza Interchange,"via Marion Rd, Currie St, Grenfell St, Klemzig, Paradise and Tea Tree Plaza(O-Bahn service, terminates at Tea Tree Plaza Interchange and operates Saturdays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fm44t&auth=9K9QxKUJc5JmUC9j1Aca3Q&profile=_default&rank=353&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
353,N1 - After Midnight Saturday PM - Sunday AM Golden Grove Interchange & Tea Tree Plaza Interchange to City,via Golden Grove Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn1&auth=MykRaKFF0qh727ZLVcrNSQ&profile=_default&rank=354&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
354,N10 - After Midnight Saturday PM - Sunday AM Marion Centre Interchange to City,via Goodwood Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn10&auth=ArTwZ%2FeOrlVX1BNXYf2MrQ&profile=_default&rank=355&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
355,N178 - After Midnight Saturday PM - Sunday AM Newton to City,via Montacute Rd & Payneham Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn178&auth=iR%2FZreAZUuqSZcYi28kO3g&profile=_default&rank=356&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
356,N202 - After Midnight Saturday PM - Sunday AM Ingle Farm to City,via Hampstead Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn202&auth=f6D1JWLPwC1sgmAKhCZnIw&profile=_default&rank=357&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
357,N21 - After Midnight Saturday PM - Sunday AM City to Aberfoyle Hub,via Goodwood Rd and Marion (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn21&auth=gagoXkpa%2BY9mhQKjHXhNoQ&profile=_default&rank=358&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
358,N22 - After Midnight Saturday PM - Sunday AM City to Wattle Park,via The Parade (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn22&auth=fvODYCZzZYozPpMhIm9Ugw&profile=_default&rank=359&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
359,N224 - After Midnight Saturday PM - Sunday AM Gawler to City,"via Philip Hwy, Salisbury, Salisbury Hwy, Mawson Lakes, Main North Rd and O'Connell St (operates Saturday PM - Sunday AM)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn224&auth=EnQM0SZ7A%2BEIPmdtBxajwg&profile=_default&rank=360&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
360,N254 - After Midnight Saturday PM - Sunday AM Semaphore to City,via Arndale and Hawker St (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn254&auth=%2BUkoLdhbTMXcuPctqb6OTA&profile=_default&rank=361&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
361,N262 - After Midnight Saturday PM - Sunday AM Marion Centre Interchange to City,via Sturt Rd and Brighton Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn262&auth=EFEiVMwrk1ztv9oxRVcHgg&profile=_default&rank=362&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
362,N30 - After Midnight Saturday PM - Sunday AM West Lakes Centre Interchange to City,via Military Rd & Henley Beach Rd (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn30&auth=YTxA5DRfyd97OgGl9e07pA&profile=_default&rank=363&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
363,N502 - After Midnight Saturday PM - Sunday AM Salisbury Interchange to City,via Bridge Rd and O-Bahn (operates Saturday PM - Sunday AM),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn502&auth=fjRVnn1StENZkBSZBOe%2Biw&profile=_default&rank=364&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
364,N541 - After Midnight Saturday PM - Sunday AM City to Fairview Park,"via O-Bahn, Tea Tree Plaza and Hancock Rd (operates Saturday PM - Sunday AM)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn541&auth=4ui3%2Flj8vhWEczPUj4D29A&profile=_default&rank=365&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
365,N721 - After Midnight Saturday PM - Sunday AM Moana to City,"via Seaford, Noarlunga, Main South Rd and Marion (operates Saturday PM - Sunday AM)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn721&auth=T0fZby3Hxe3MSAbZYqhb5Q&profile=_default&rank=366&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
366,N864 - After Midnight Saturday PM - Sunday AM Mount Barker to City,"via Hahndorf, Bridgewater, Stirling, Crafers and Glen Osmond Rd (operates Saturday PM - Sunday AM)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fn864&auth=hRl8MZh%2BV6duQIjSQvxGPQ&profile=_default&rank=367&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
367,SA2X - City to Salisbury,Train substitute express service,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fsa2x&auth=TOgSvrPB%2B8c9zkR314qrcA&profile=_default&rank=368&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
368,T228 - Smithfield Interchange to City,via Main North Road. Limited stop service. Service operates Monday-Friday.,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft228&auth=JWlITmW9zeWz8%2Bbn9HD02w&profile=_default&rank=369&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
369,T721 - Noarlunga Centre Interchange to City,via Southern Expressway and Main South Rd (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft721&auth=02FTQ5Rvu63GH7jbiYv45Q&profile=_default&rank=370&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
370,T721X - Noarlunga Centre Interchange to City,"via Colonnades, Beach Rd, Main South Rd then express from stop 48 Main South Rd, Reynella to stop B1 Grote St, city (limited stop service operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft721x&auth=HdVoMNfTRN6GiLgPXGyjoQ&profile=_default&rank=371&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
371,T722 - Seaford Centre to City,via Southern Expressway (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft722&auth=pRC%2BXj9fFuHVZ2RYjXeJOA&profile=_default&rank=372&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
372,T840 - Mt Barker to City,via South South Eastern Freeway (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft840&auth=9wXwfYfF05ydWXzoeBQvdA&profile=_default&rank=373&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
373,T842 - Nairne to City,via Mt Barker (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft842&auth=qfLdkVu8OJKIJoSuEXZxlQ&profile=_default&rank=374&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
374,T843 - Mt Barker to City,via Hahndorf and South Eastern Freeway (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft843&auth=%2BFmLcFdh56NdXtHqOjhUnQ&profile=_default&rank=375&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
375,T863 - Aldgate to City,via Stirling and Crafers (limited stop service operates Monday - Friday excluding public holidays),https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Ft863&auth=eVlV95i3teVICppboBcafQ&profile=_default&rank=376&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
376,W90 - Marion Centre Interchange to Paradise Interchange,"via Sturt Rd, Bradley Grv, Daws Rd, Winston Ave, city and Sixth Ave",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fw90&auth=99NLjxn4QGok2BzKn5ZAhg&profile=_default&rank=377&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
377,W90M - Marion Centre Interchange to Marden,"Terminates at stop 13B Addison Ave, Marden",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fw90m&auth=h8VFaEhubmkXrX%2Boo%2B8zZw&profile=_default&rank=378&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
378,W91 - St Marys to Marden,"via Cashel St, Winston Ave, city and Sixth Ave",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fw91&auth=AmZU4dsLdT5%2FHG5sqs%2FwiA&profile=_default&rank=379&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
379,W91C - St Marys to City,Terminates in city,https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fw91c&auth=ioK%2Flxae1wLulC2CD2Yi3g&profile=_default&rank=380&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
380,X30 - West Lakes Centre Interchange to Paradise Interchange,"via Grange Railway Station, Henley Square, Henley Beach Rd, then express from stop 8 Henley Beach Rd to city, Coorara Ave and Stradbroke Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fx30&auth=UAlhOPpxJyN51XZSU5FZZw&profile=_default&rank=381&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
381,X30C - West Lakes Centre Interchange to City,"via Grange Railway Station, Henley Square, Henley Beach Rd, then express from stop 8 Henley Beach Rd to city (terminates in the city, operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fx30c&auth=QiAHYK7uha1ARc%2FtUfcW1Q&profile=_default&rank=382&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
382,X30S - West Lakes Centre Interchange to Newton,"via Grange Railway Station, Henley Square, Henley Beach Rd, then express from stop 8 Henley Beach Rd to city, Coorara Ave and Stradbroke Rd (operates Monday - Friday excluding public holidays)",https://dtei-search.squiz.cloud/s/redirect?collection=adl-metro-routes&url=https%3A%2F%2Fwww.adelaidemetro.com.au%2Froutes%2Fx30s&auth=qMV3Qp%2B1yFX2PICeMwWpxw&profile=_default&rank=383&query=%21padrenull+%7CrouteMode%3A%22%24%2B%2B+3+%24%2B%2B%22
