Futures		Contract		Contract		Futures		Options		Options
Code		Month		Type		Exp Date		Code		Exp Date
-------		-------		-------		-------		-------		-------		
CL		2021-10		Fut		2021-09-21		 		 
CL		2021-11		Fut		2021-10-20		 		 
CL		2021-12		Fut		2021-11-19		 		 
CL		2022-01		Fut		2021-12-20		 		 
CL		2022-02		Fut		2022-01-20		 		 
CL		2022-03		Fut		2022-02-22		 		 
CL		2022-04		Fut		2022-03-22		 		 
CL		2022-05		Fut		2022-04-20		 		 
CL		2022-06		Fut		2022-05-20		 		 
CL		2022-07		Fut		2022-06-21		 		 
CL		2022-08		Fut		2022-07-20		 		 
CL		2022-09		Fut		2022-08-22		 		 
CL		2022-10		Fut		2022-09-20		 		 
CL		2022-11		Fut		2022-10-20		 		 
CL		2022-12		Fut		2022-11-21		 		 
CL		2023-01		Fut		2022-12-20		 		 
CL		2023-02		Fut		2023-01-20		 		 
CL		2023-03		Fut		2023-02-21		 		 
CL		2023-04		Fut		2023-03-21		 		 
CL		2023-05		Fut		2023-04-20		 		 
CL		2023-06		Fut		2023-05-22		 		 
CL		2023-07		Fut		2023-06-20		 		 
CL		2023-08		Fut		2023-07-20		 		 
CL		2023-09		Fut		2023-08-22		 		 
CL		2023-10		Fut		2023-09-20		 		 
CL		2023-11		Fut		2023-10-20		 		 
CL		2023-12		Fut		2023-11-20		 		 
CL		2021-10		Opt		 		LO		2021-09-16
CL		2021-11		Opt		 		LO		2021-10-15
CL		2021-12		Opt		 		LO		2021-11-16
CL		2022-01		Opt		 		LO		2021-12-15
CL		2022-02		Opt		 		LO		2022-01-14
CL		2022-03		Opt		 		LO		2022-02-16
CL		2022-04		Opt		 		LO		2022-03-17
CL		2022-05		Opt		 		LO		2022-04-14
CL		2022-06		Opt		 		LO		2022-05-17
CL		2022-07		Opt		 		LO		2022-06-16
CL		2022-08		Opt		 		LO		2022-07-15
CL		2022-09		Opt		 		LO		2022-08-17
CL		2022-10		Opt		 		LO		2022-09-15
CL		2022-11		Opt		 		LO		2022-10-17
CL		2022-12		Opt		 		LO		2022-11-16
CL		2023-01		Opt		 		LO		2022-12-15
CL		2023-02		Opt		 		LO		2023-01-17
CL		2023-03		Opt		 		LO		2023-02-15
CL		2023-04		Opt		 		LO		2023-03-16
CL		2023-05		Opt		 		LO		2023-04-17
CL		2023-06		Opt		 		LO		2023-05-17
CL		2023-07		Opt		 		LO		2023-06-15
CL		2023-08		Opt		 		LO		2023-07-17
CL		2023-09		Opt		 		LO		2023-08-17
CL		2023-12		Opt		 		LO		2023-11-15

Futures		Contract		Contract		Strike		Settlement
CL		2022-03		Call		51.50		17.50
CL		2022-03		Put		51.50		1.26
CL		2022-03		Call		52.00		17.07
CL		2022-03		Put		52.00		1.32
CL		2022-03		Call		52.50		16.64
CL		2022-03		Put		52.50		1.39
CL		2022-03		Call		53.00		16.21
CL		2022-03		Put		53.00		1.46
CL		2022-03		Call		53.50		15.58
CL		2022-03		Put		53.50		1.53
CL		2022-03		Call		54.00		15.16
CL		2022-03		Put		54.00		1.61
CL		2022-03		Call		54.50		14.74
CL		2022-03		Put		54.50		1.69
CL		2022-03		Call		55.00		14.53
CL		2022-03		Put		55.00		1.78
CL		2022-03		Call		55.50		14.11
CL		2022-03		Put		55.50		1.87
CL		2022-03		Call		56.00		13.71
CL		2022-03		Put		56.00		1.96
CL		2022-03		Call		56.50		13.30
CL		2022-03		Put		56.50		2.05
CL		2022-03		Call		57.00		12.90
CL		2022-03		Put		57.00		2.16
CL		2022-03		Call		57.50		12.51
CL		2022-03		Put		57.50		2.26
CL		2022-03		Call		58.00		12.12
CL		2022-03		Put		58.00		2.37
CL		2022-03		Call		58.50		11.73
CL		2022-03		Put		58.50		2.48
CL		2022-03		Call		59.00		11.35
CL		2022-03		Put		59.00		2.60
CL		2022-03		Call		59.50		10.97
CL		2022-03		Put		59.50		2.72
CL		2022-03		Call		60.00		10.60
CL		2022-03		Put		60.00		2.85
CL		2022-03		Call		60.50		10.23
CL		2022-03		Put		60.50		2.98
CL		2022-03		Call		61.00		9.87
CL		2022-03		Put		61.00		3.12
CL		2022-03		Call		61.50		9.51
CL		2022-03		Put		61.50		3.26
CL		2022-03		Call		62.00		9.16
CL		2022-03		Put		62.00		3.41
CL		2022-03		Call		62.50		8.82
CL		2022-03		Put		62.50		3.57
CL		2022-03		Call		63.00		8.48
CL		2022-03		Put		63.00		3.73
CL		2022-03		Call		63.50		8.15
CL		2022-03		Put		63.50		3.90
CL		2022-03		Call		64.00		7.82
CL		2022-03		Put		64.00		4.07
CL		2022-03		Call		64.50		7.50
CL		2022-03		Put		64.50		4.25
CL		2022-03		Call		65.00		7.19
CL		2022-03		Put		65.00		4.44
CL		2022-03		Call		65.50		6.88
CL		2022-03		Put		65.50		4.63
CL		2022-03		Call		66.00		6.59
CL		2022-03		Put		66.00		4.84
CL		2022-03		Call		66.50		6.29
CL		2022-03		Put		66.50		5.04
CL		2022-03		Call		67.00		6.01
CL		2022-03		Put		67.00		5.26
CL		2022-03		Call		67.50		5.74
CL		2022-03		Put		67.50		5.49
CL		2022-03		Call		68.00		5.47
CL		2022-03		Put		68.00		5.72
CL		2022-03		Call		68.50		5.21
CL		2022-03		Put		68.50		5.96
CL		2022-03		Call		69.00		4.96
CL		2022-03		Put		69.00		6.21
CL		2022-03		Call		69.50		4.72
CL		2022-03		Put		69.50		6.47
CL		2022-03		Call		70.00		4.49
CL		2022-03		Put		70.00		6.74
CL		2022-03		Call		70.50		4.26
CL		2022-03		Put		70.50		7.01
CL		2022-03		Call		71.00		4.05
CL		2022-03		Put		71.00		7.29
CL		2022-03		Call		71.50		3.84
CL		2022-03		Put		71.50		7.59
CL		2022-03		Call		72.00		3.64
CL		2022-03		Put		72.00		7.88
CL		2022-03		Call		72.50		3.44
CL		2022-03		Put		72.50		8.31
CL		2022-03		Call		73.00		3.26
CL		2022-03		Put		73.00		8.50
CL		2022-03		Call		73.50		3.08
CL		2022-03		Put		73.50		8.83
CL		2022-03		Call		74.00		2.91
CL		2022-03		Put		74.00		9.16
CL		2022-03		Call		74.50		2.75
CL		2022-03		Put		74.50		9.62
CL		2022-03		Call		75.00		2.60
CL		2022-03		Put		75.00		9.85
CL		2022-03		Call		75.50		2.45
CL		2022-03		Put		75.50		10.20
CL		2022-03		Call		76.00		2.32
CL		2022-03		Put		76.00		10.56
CL		2022-03		Call		76.50		2.19
CL		2022-03		Put		76.50		10.93
CL		2022-03		Call		77.00		2.06
CL		2022-03		Put		77.00		11.31
CL		2022-03		Call		77.50		1.94
CL		2022-03		Put		77.50		11.69
CL		2022-03		Call		78.00		1.83
CL		2022-03		Put		78.00		12.08
CL		2022-03		Call		78.50		1.73
CL		2022-03		Put		78.50		12.47
CL		2022-03		Call		79.00		1.63
CL		2022-03		Put		79.00		12.87
CL		2022-03		Call		79.50		1.54
CL		2022-03		Put		79.50		13.42
CL		2022-03		Call		80.00		1.45
CL		2022-03		Put		80.00		13.70
CL		2022-03		Call		80.50		1.37
CL		2022-03		Put		80.50		14.12
CL		2022-03		Call		81.00		1.29
CL		2022-03		Put		81.00		14.54
CL		2022-03		Call		81.50		1.22
CL		2022-03		Put		81.50		15.11
CL		2022-03		Call		82.00		1.15
CL		2022-03		Put		82.00		15.40
CL		2022-03		Call		82.50		1.09
CL		2022-03		Put		82.50		15.98
CL		2022-03		Call		83.00		1.03
CL		2022-03		Put		83.00		16.28
CL		2022-03		Call		83.50		0.98
CL		2022-03		Put		83.50		16.86
CL		2022-03		Call		84.00		0.84
CL		2022-03		Put		84.00		17.31
CL		2022-03		Call		84.50		0.79
CL		2022-03		Put		84.50		17.63
CL		2022-03		Call		85.00		0.83
CL		2022-03		Put		85.00		18.22
CL		2022-03		Call		85.50		0.79
CL		2022-03		Put		85.50		18.68
CL		2022-03		Call		86.00		0.75
CL		2022-03		Put		86.00		19.15
CL		2022-03		Call		86.50		0.72
CL		2022-03		Put		86.50		19.61
CL		2022-03		Call		87.00		0.68
CL		2022-03		Put		87.00		20.07
CL		2022-03		Call		87.50		0.65
CL		2022-03		Put		87.50		20.55
CL		2022-03		Call		88.00		0.62
CL		2022-03		Put		88.00		20.86
CL		2022-03		Call		88.50		0.59
CL		2022-03		Put		88.50		21.48
CL		2022-03		Call		89.00		0.56
CL		2022-03		Put		89.00		21.81
CL		2022-03		Call		89.50		0.54
CL		2022-03		Put		89.50		22.44
CL		2022-03		Call		90.00		0.51
CL		2022-03		Put		90.00		22.76
CL		2022-03		Call		90.50		0.49
CL		2022-03		Put		90.50		23.24
CL		2022-03		Call		91.00		0.47
CL		2022-03		Put		91.00		23.88
CL		2022-03		Call		91.50		0.45
CL		2022-03		Put		91.50		24.35
CL		2022-03		Call		92.00		0.43
CL		2022-03		Put		92.00		24.84
CL		2022-03		Call		92.50		0.42
CL		2022-03		Put		92.50		25.33
CL		2022-03		Call		93.00		0.40
CL		2022-03		Put		93.00		25.81
CL		2022-03		Call		93.50		0.33
CL		2022-03		Put		93.50		26.29
CL		2022-03		Call		94.00		0.37
CL		2022-03		Put		94.00		26.78
CL		2022-03		Call		94.50		0.30
CL		2022-03		Put		94.50		27.27
CL		2022-03		Call		95.00		0.35
CL		2022-03		Put		95.00		27.76
CL		2022-03		Call		95.50		0.33
CL		2022-03		Put		95.50		28.25
CL		2022-03		Call		96.00		0.32
CL		2022-03		Put		96.00		28.74
CL		2022-03		Call		96.50		0.31
CL		2022-03		Put		96.50		29.23
CL		2022-03		Call		97.00		0.30
CL		2022-03		Put		97.00		29.72
CL		2022-03		Call		97.50		0.24
CL		2022-03		Put		97.50		30.21
CL		2022-03		Call		98.00		0.28
CL		2022-03		Put		98.00		30.70
CL		2022-03		Call		98.50		0.23
CL		2022-03		Put		98.50		31.19
CL		2022-03		Call		99.00		0.27
CL		2022-03		Put		99.00		31.69
CL		2022-03		Call		99.50		0.21
CL		2022-03		Put		99.50		32.18
CL		2022-03		Call		100.00		0.25
CL		2022-03		Put		100.00		32.68
CL		2022-03		Call		100.50		0.24
CL		2022-03		Put		100.50		33.17
CL		2022-03		Call		101.00		0.19
CL		2022-03		Put		101.00		33.66
CL		2022-03		Call		101.50		0.19
CL		2022-03		Put		101.50		34.16
CL		2022-03		Call		102.00		0.22
CL		2022-03		Put		102.00		34.65
CL		2022-03		Call		102.50		0.18
CL		2022-03		Put		102.50		35.15
CL		2022-03		Call		103.00		0.17
CL		2022-03		Put		103.00		35.64
CL		2022-03		Call		103.50		0.17
CL		2022-03		Put		103.50		36.14
CL		2022-03		Call		104.00		0.16
CL		2022-03		Put		104.00		36.63
CL		2022-03		Call		104.50		0.16
CL		2022-03		Put		104.50		37.13
CL		2022-03		Call		105.00		0.19
CL		2022-03		Put		105.00		37.62
CL		2022-03		Call		105.50		0.19
CL		2022-03		Put		105.50		38.12
CL		2022-03		Call		106.00		0.15
CL		2022-03		Put		106.00		38.62
CL		2022-03		Call		106.50		0.18
CL		2022-03		Put		106.50		39.12
CL		2022-03		Call		107.00		0.14
CL		2022-03		Put		107.00		39.61
CL		2022-03		Call		107.50		0.17
CL		2022-03		Put		107.50		40.11
CL		2022-03		Call		108.00		0.13
CL		2022-03		Put		108.00		40.60
CL		2022-03		Call		108.50		0.16
CL		2022-03		Put		108.50		41.10
CL		2022-03		Call		109.00		0.13
CL		2022-03		Put		109.00		41.59
CL		2022-03		Call		109.50		0.15
CL		2022-03		Put		109.50		42.09
CL		2022-03		Call		110.00		0.15
CL		2022-03		Put		110.00		42.59
CL		2022-03		Call		110.50		0.15
CL		2022-03		Put		110.50		43.09
CL		2022-03		Call		111.00		0.12
CL		2022-03		Put		111.00		43.59
CL		2022-03		Call		111.50		0.12
CL		2022-03		Put		111.50		44.08
CL		2022-03		Call		112.00		0.14
CL		2022-03		Put		112.00		44.58
CL		2022-03		Call		112.50		0.13
CL		2022-03		Put		112.50		45.07
CL		2022-03		Call		113.00		0.10
CL		2022-03		Put		113.00		45.57
CL		2022-03		Call		113.50		0.10
CL		2022-03		Put		113.50		46.07
CL		2022-03		Call		114.00		0.10
CL		2022-03		Put		114.00		46.57
CL		2022-03		Call		114.50		0.12
CL		2022-03		Put		114.50		47.06
CL		2022-03		Call		115.00		0.12
CL		2022-03		Put		115.00		47.56
CL		2022-03		Call		115.50		0.09
CL		2022-03		Put		115.50		48.06
CL		2022-03		Call		116.00		0.09
CL		2022-03		Put		116.00		48.56
CL		2022-03		Call		116.50		0.09
CL		2022-03		Put		116.50		49.06
CL		2022-03		Call		117.00		0.09
CL		2022-03		Put		117.00		49.56
CL		2022-03		Call		117.50		0.09
CL		2022-03		Put		117.50		50.05
CL		2022-03		Call		118.00		0.08
CL		2022-03		Put		118.00		50.55
CL		2022-03		Call		118.50		0.08
CL		2022-03		Put		118.50		51.05
CL		2022-03		Call		119.00		0.08
CL		2022-03		Put		119.00		51.55
CL		2022-03		Call		119.50		0.08
CL		2022-03		Put		119.50		52.05
CL		2022-03		Call		120.00		0.10
CL		2022-03		Put		120.00		52.55
CL		2022-03		Call		122.50		0.07
CL		2022-03		Put		122.50		55.04
CL		2022-03		Call		125.00		0.08
CL		2022-03		Put		125.00		57.53
CL		2022-03		Call		127.50		0.07
CL		2022-03		Put		127.50		60.03
CL		2022-03		Call		130.00		0.06
CL		2022-03		Put		130.00		62.52
CL		2022-03		Call		132.50		0.05
CL		2022-03		Put		132.50		65.02
CL		2022-03		Call		135.00		0.05
CL		2022-03		Put		135.00		67.51
CL		2022-03		Call		137.50		0.04
CL		2022-03		Put		137.50		70.01
CL		2022-03		Call		140.00		0.04
CL		2022-03		Put		140.00		72.50
CL		2022-03		Call		142.50		0.03
CL		2022-03		Put		142.50		75.00
CL		2022-03		Call		145.00		0.02
CL		2022-03		Put		145.00		77.49
CL		2022-03		Call		147.50		0.02
CL		2022-03		Put		147.50		79.99
CL		2022-03		Call		150.00		0.02
CL		2022-03		Put		150.00		82.48
CL		2022-03		Call		152.50		0.01
CL		2022-03		Put		152.50		84.98
CL		2022-03		Call		155.00		0.01
CL		2022-03		Put		155.00		87.48
CL		2022-03		Call		157.50		0.01
CL		2022-03		Put		157.50		89.98
CL		2022-03		Call		160.00		0.01
CL		2022-03		Put		160.00		92.47
CL		2022-03		Call		162.50		0.01
CL		2022-03		Put		162.50		94.97
CL		2022-03		Call		165.00		0.01
CL		2022-03		Put		165.00		97.47
CL		2022-03		Call		167.50		0.01
CL		2022-03		Put		167.50		99.97
CL		2022-03		Call		170.00		0.01
CL		2022-03		Put		170.00		102.47
CL		2022-03		Call		175.00		0.01
CL		2022-03		Put		175.00		107.47
CL		2022-03		Call		180.00		0.01
CL		2022-03		Put		180.00		112.47
CL		2022-03		Call		185.00		0.01
CL		2022-03		Put		185.00		117.47
CL		2022-03		Call		190.00		0.01
CL		2022-03		Put		190.00		122.47
CL		2022-03		Call		195.00		0.01
CL		2022-03		Put		195.00		127.47
CL		2022-03		Call		200.00		0.01
CL		2022-03		Put		200.00		132.47
CL		2022-04		Call		0.50		66.67
CL		2022-04		Put		0.50		0.01
CL		2022-04		Call		1.00		66.17
CL		2022-04		Put		1.00		0.01
CL		2022-04		Call		1.50		65.67
CL		2022-04		Put		1.50		0.01
CL		2022-04		Call		2.00		65.17
CL		2022-04		Put		2.00		0.01
CL		2022-04		Call		2.50		64.67
CL		2022-04		Put		2.50		0.01
CL		2022-04		Call		3.00		64.17
CL		2022-04		Put		3.00		0.01
CL		2022-04		Call		3.50		63.67
CL		2022-04		Put		3.50		0.01
CL		2022-04		Call		4.00		63.17
CL		2022-04		Put		4.00		0.01
CL		2022-04		Call		4.50		62.67
CL		2022-04		Put		4.50		0.01
CL		2022-04		Call		5.00		62.17
CL		2022-04		Put		5.00		0.01
CL		2022-04		Call		5.50		61.67
CL		2022-04		Put		5.50		0.01
CL		2022-04		Call		6.00		61.17
CL		2022-04		Put		6.00		0.01
CL		2022-04		Call		6.50		60.67
CL		2022-04		Put		6.50		0.01
CL		2022-04		Call		7.00		60.17
CL		2022-04		Put		7.00		0.01
CL		2022-04		Call		7.50		59.67
CL		2022-04		Put		7.50		0.01
CL		2022-04		Call		8.00		59.17
CL		2022-04		Put		8.00		0.01
CL		2022-04		Call		8.50		58.67
CL		2022-04		Put		8.50		0.01
CL		2022-04		Call		9.00		58.17
CL		2022-04		Put		9.00		0.01
CL		2022-04		Call		9.50		57.67
CL		2022-04		Put		9.50		0.01
CL		2022-04		Call		10.00		57.17
CL		2022-04		Put		10.00		0.01
CL		2022-04		Call		10.50		56.67
CL		2022-04		Put		10.50		0.01
CL		2022-04		Call		11.00		56.17
CL		2022-04		Put		11.00		0.01
CL		2022-04		Call		11.50		55.67
CL		2022-04		Put		11.50		0.01
CL		2022-04		Call		12.00		55.17
CL		2022-04		Put		12.00		0.01
CL		2022-04		Call		12.50		54.67
CL		2022-04		Put		12.50		0.01
CL		2022-04		Call		13.00		54.17
CL		2022-04		Put		13.00		0.01
CL		2022-04		Call		13.50		53.67
CL		2022-04		Put		13.50		0.01
CL		2022-04		Call		14.00		53.17
CL		2022-04		Put		14.00		0.01
CL		2022-04		Call		14.50		52.68
CL		2022-04		Put		14.50		0.01
CL		2022-04		Call		15.00		52.18
CL		2022-04		Put		15.00		0.01
CL		2022-04		Call		15.50		51.68
CL		2022-04		Put		15.50		0.01
CL		2022-04		Call		16.00		51.18
CL		2022-04		Put		16.00		0.01
CL		2022-04		Call		16.50		50.69
CL		2022-04		Put		16.50		0.02
CL		2022-04		Call		17.00		50.19
CL		2022-04		Put		17.00		0.02
CL		2022-04		Call		17.50		49.70
CL		2022-04		Put		17.50		0.03
CL		2022-04		Call		18.00		49.20
CL		2022-04		Put		18.00		0.03
CL		2022-04		Call		18.50		48.71
CL		2022-04		Put		18.50		0.04
CL		2022-04		Call		19.00		48.21
CL		2022-04		Put		19.00		0.05
CL		2022-04		Call		19.50		47.72
CL		2022-04		Put		19.50		0.05
CL		2022-04		Call		20.00		47.23
CL		2022-04		Put		20.00		0.07
CL		2022-04		Call		20.50		46.74
CL		2022-04		Put		20.50		0.07
CL		2022-04		Call		21.00		46.24
CL		2022-04		Put		21.00		0.07
CL		2022-04		Call		21.50		45.75
CL		2022-04		Put		21.50		0.08
CL		2022-04		Call		22.00		45.25
CL		2022-04		Put		22.00		0.08
CL		2022-04		Call		22.50		44.76
CL		2022-04		Put		22.50		0.09
CL		2022-04		Call		23.00		44.26
CL		2022-04		Put		23.00		0.09
CL		2022-04		Call		23.50		43.77
CL		2022-04		Put		23.50		0.10
CL		2022-04		Call		24.00		43.27
CL		2022-04		Put		24.00		0.11
CL		2022-04		Call		24.50		42.78
CL		2022-04		Put		24.50		0.11
CL		2022-04		Call		25.00		42.28
CL		2022-04		Put		25.00		0.12
CL		2022-04		Call		25.50		41.79
CL		2022-04		Put		25.50		0.12
CL		2022-04		Call		26.00		41.30
CL		2022-04		Put		26.00		0.13
CL		2022-04		Call		26.50		40.80
CL		2022-04		Put		26.50		0.14
CL		2022-04		Call		27.00		40.31
CL		2022-04		Put		27.00		0.14
CL		2022-04		Call		27.50		39.82
CL		2022-04		Put		27.50		0.15
CL		2022-04		Call		28.00		39.32
CL		2022-04		Put		28.00		0.15
CL		2022-04		Call		28.50		38.83
CL		2022-04		Put		28.50		0.16
CL		2022-04		Call		29.00		38.34
CL		2022-04		Put		29.00		0.17
CL		2022-04		Call		29.50		37.84
CL		2022-04		Put		29.50		0.17
CL		2022-04		Call		30.00		37.35
CL		2022-04		Put		30.00		0.18
CL		2022-04		Call		30.50		36.86
CL		2022-04		Put		30.50		0.19
CL		2022-04		Call		31.00		36.37
CL		2022-04		Put		31.00		0.20
CL		2022-04		Call		31.50		35.88
CL		2022-04		Put		31.50		0.22
CL		2022-04		Call		32.00		35.40
CL		2022-04		Put		32.00		0.23
CL		2022-04		Call		32.50		34.91
CL		2022-04		Put		32.50		0.24
CL		2022-04		Call		33.00		34.42
CL		2022-04		Put		33.00		0.25
CL		2022-04		Call		33.50		33.93
CL		2022-04		Put		33.50		0.27
CL		2022-04		Call		34.00		33.45
CL		2022-04		Put		34.00		0.28
CL		2022-04		Call		34.50		32.96
CL		2022-04		Put		34.50		0.29
CL		2022-04		Call		35.00		32.48
CL		2022-04		Put		35.00		0.29
CL		2022-04		Call		35.50		31.99
CL		2022-04		Put		35.50		0.33
CL		2022-04		Call		36.00		31.51
CL		2022-04		Put		36.00		0.34
CL		2022-04		Call		36.50		31.03
CL		2022-04		Put		36.50		0.36
CL		2022-04		Call		37.00		30.55
CL		2022-04		Put		37.00		0.38
CL		2022-04		Call		37.50		30.07
CL		2022-04		Put		37.50		0.40
CL		2022-04		Call		38.00		29.59
CL		2022-04		Put		38.00		0.40
CL		2022-04		Call		38.50		29.11
CL		2022-04		Put		38.50		0.44
CL		2022-04		Call		39.00		28.63
CL		2022-04		Put		39.00		0.44
CL		2022-04		Call		39.50		28.15
CL		2022-04		Put		39.50		0.48
CL		2022-04		Call		40.00		27.67
CL		2022-04		Put		40.00		0.49
CL		2022-04		Call		40.50		27.20
CL		2022-04		Put		40.50		0.53
CL		2022-04		Call		41.00		26.72
CL		2022-04		Put		41.00		0.54
CL		2022-04		Call		41.50		26.26
CL		2022-04		Put		41.50		0.59
CL		2022-04		Call		42.00		25.79
CL		2022-04		Put		42.00		0.62
CL		2022-04		Call		42.50		25.32
CL		2022-04		Put		42.50		0.63
CL		2022-04		Call		43.00		24.85
CL		2022-04		Put		43.00		0.66
CL		2022-04		Call		43.50		24.39
CL		2022-04		Put		43.50		0.72
CL		2022-04		Call		44.00		23.92
CL		2022-04		Put		44.00		0.75
CL		2022-04		Call		44.50		23.46
CL		2022-04		Put		44.50		0.77
CL		2022-04		Call		45.00		23.00
CL		2022-04		Put		45.00		0.81
CL		2022-04		Call		45.50		22.55
CL		2022-04		Put		45.50		0.85
CL		2022-04		Call		46.00		22.09
CL		2022-04		Put		46.00		0.90
CL		2022-04		Call		46.50		21.64
CL		2022-04		Put		46.50		0.95
CL		2022-04		Call		47.00		21.18
CL		2022-04		Put		47.00		0.99
CL		2022-04		Call		47.50		20.74
CL		2022-04		Put		47.50		1.07
CL		2022-04		Call		48.00		20.29
CL		2022-04		Put		48.00		1.10
CL		2022-04		Call		48.50		19.84
CL		2022-04		Put		48.50		1.15
CL		2022-04		Call		49.00		19.41
CL		2022-04		Put		49.00		1.21
CL		2022-04		Call		49.50		18.97
CL		2022-04		Put		49.50		1.30
CL		2022-04		Call		50.00		18.54
CL		2022-04		Put		50.00		1.33
CL		2022-04		Call		50.50		18.10
CL		2022-04		Put		50.50		1.40
CL		2022-04		Call		51.00		17.67
CL		2022-04		Put		51.00		1.47
CL		2022-04		Call		51.50		17.25
CL		2022-04		Put		51.50		1.58
CL		2022-04		Call		52.00		16.82
CL		2022-04		Put		52.00		1.61
CL		2022-04		Call		52.50		16.40
CL		2022-04		Put		52.50		1.73
CL		2022-04		Call		53.00		15.98
CL		2022-04		Put		53.00		1.77
CL		2022-04		Call		53.50		15.57
CL		2022-04		Put		53.50		1.90
CL		2022-04		Call		54.00		15.16
CL		2022-04		Put		54.00		1.95
CL		2022-04		Call		54.50		14.75
CL		2022-04		Put		54.50		2.08
CL		2022-04		Call		55.00		14.34
CL		2022-04		Put		55.00		2.13
CL		2022-04		Call		55.50		13.95
CL		2022-04		Put		55.50		2.28
CL		2022-04		Call		56.00		13.56
CL		2022-04		Put		56.00		2.34
CL		2022-04		Call		56.50		13.17
CL		2022-04		Put		56.50		2.50
CL		2022-04		Call		57.00		12.78
CL		2022-04		Put		57.00		2.55
CL		2022-04		Call		57.50		12.40
CL		2022-04		Put		57.50		2.67
CL		2022-04		Call		58.00		12.16
CL		2022-04		Put		58.00		2.78
CL		2022-04		Call		58.50		11.79
CL		2022-04		Put		58.50		2.97
CL		2022-04		Call		59.00		11.28
CL		2022-04		Put		59.00		3.04
CL		2022-04		Call		59.50		10.91
CL		2022-04		Put		59.50		3.24
CL		2022-04		Call		60.00		10.68
CL		2022-04		Put		60.00		3.30
CL		2022-04		Call		60.50		10.32
CL		2022-04		Put		60.50		3.45
CL		2022-04		Call		61.00		9.85
CL		2022-04		Put		61.00		3.59
CL		2022-04		Call		61.50		9.50
CL		2022-04		Put		61.50		3.83
CL		2022-04		Call		62.00		9.28
CL		2022-04		Put		62.00		3.90
CL		2022-04		Call		62.50		8.95
CL		2022-04		Put		62.50		4.07
CL		2022-04		Call		63.00		8.62
CL		2022-04		Put		63.00		4.24
CL		2022-04		Call		63.50		8.18
CL		2022-04		Put		63.50		4.41
CL		2022-04		Call		64.00		7.86
CL		2022-04		Put		64.00		4.59
CL		2022-04		Call		64.50		7.66
CL		2022-04		Put		64.50		4.88
CL		2022-04		Call		65.00		7.35
CL		2022-04		Put		65.00		4.97
CL		2022-04		Call		65.50		7.05
CL		2022-04		Put		65.50		5.17
CL		2022-04		Call		66.00		6.76
CL		2022-04		Put		66.00		5.38
CL		2022-04		Call		66.50		6.47
CL		2022-04		Put		66.50		5.60
CL		2022-04		Call		67.00		6.20
CL		2022-04		Put		67.00		5.82
CL		2022-04		Call		67.50		5.93
CL		2022-04		Put		67.50		6.05
CL		2022-04		Call		68.00		5.67
CL		2022-04		Put		68.00		6.29
CL		2022-04		Call		68.50		5.42
CL		2022-04		Put		68.50		6.64
CL		2022-04		Call		69.00		5.17
CL		2022-04		Put		69.00		6.79
CL		2022-04		Call		69.50		4.83
CL		2022-04		Put		69.50		7.16
CL		2022-04		Call		70.00		4.70
CL		2022-04		Put		70.00		7.32
CL		2022-04		Call		70.50		4.48
CL		2022-04		Put		70.50		7.71
CL		2022-04		Call		71.00		4.27
CL		2022-04		Put		71.00		8.00
CL		2022-04		Call		71.50		4.06
CL		2022-04		Put		71.50		8.29
CL		2022-04		Call		72.00		3.86
CL		2022-04		Put		72.00		8.59
CL		2022-04		Call		72.50		3.67
CL		2022-04		Put		72.50		8.90
CL		2022-04		Call		73.00		3.49
CL		2022-04		Put		73.00		9.22
CL		2022-04		Call		73.50		3.31
CL		2022-04		Put		73.50		9.54
CL		2022-04		Call		74.00		3.14
CL		2022-04		Put		74.00		9.76
CL		2022-04		Call		74.50		2.98
CL		2022-04		Put		74.50		10.21
CL		2022-04		Call		75.00		2.82
CL		2022-04		Put		75.00		10.44
CL		2022-04		Call		75.50		2.59
CL		2022-04		Put		75.50		10.92
CL		2022-04		Call		76.00		2.53
CL		2022-04		Put		76.00		11.28
CL		2022-04		Call		76.50		2.40
CL		2022-04		Put		76.50		11.65
CL		2022-04		Call		77.00		2.27
CL		2022-04		Put		77.00		12.02
CL		2022-04		Call		77.50		2.08
CL		2022-04		Put		77.50		12.41
CL		2022-04		Call		78.00		2.04
CL		2022-04		Put		78.00		12.79
CL		2022-04		Call		78.50		1.85
CL		2022-04		Put		78.50		13.18
CL		2022-04		Call		79.00		1.83
CL		2022-04		Put		79.00		13.58
CL		2022-04		Call		79.50		1.65
CL		2022-04		Put		79.50		13.98
CL		2022-04		Call		80.00		1.64
CL		2022-04		Put		80.00		14.39
CL		2022-04		Call		80.50		1.48
CL		2022-04		Put		80.50		14.81
CL		2022-04		Call		81.00		1.39
CL		2022-04		Put		81.00		15.22
CL		2022-04		Call		81.50		1.31
CL		2022-04		Put		81.50		15.64
CL		2022-04		Call		82.00		1.33
CL		2022-04		Put		82.00		16.07
CL		2022-04		Call		82.50		1.26
CL		2022-04		Put		82.50		16.50
CL		2022-04		Call		83.00		1.20
CL		2022-04		Put		83.00		16.94
CL		2022-04		Call		83.50		1.14
CL		2022-04		Put		83.50		17.39
CL		2022-04		Call		84.00		0.99
CL		2022-04		Put		84.00		17.70
CL		2022-04		Call		84.50		0.95
CL		2022-04		Put		84.50		18.28
CL		2022-04		Call		85.00		0.98
CL		2022-04		Put		85.00		18.60
